Loan_ID,Group_ID,Group_Size,Years_in_Group,Group_Savings,Group_Loan_Repayment_Rate,Meeting_Attendance_Pct,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000992,WSHG0138,19,13,72572.07,0.77,75.1,Female,No,1,Graduate,No,5388,684,282.0,360,1.0,Urban,Y
LP000993,WSHG0067,18,13,79711.83,0.86,89.8,Female,Yes,1,Graduate,No,6316,4340,397.0,360,1.0,Rural,Y
LP000994,WSHG0109,11,1,66906.17,0.9,56.8,Female,No,2,Graduate,Yes,4231,2919,259.0,300,1.0,Rural,Y
LP000995,WSHG0146,12,3,68365.35,0.69,98.9,Female,No,0,Not Graduate,No,9199,3756,205.0,120,1.0,Semiurban,Y
LP000996,WSHG0111,13,8,23675.66,0.76,98.2,Female,Yes,1,Not Graduate,Yes,4129,3283,250.0,180,0.0,Rural,N
LP000997,WSHG0111,19,14,48252.68,0.71,58.2,Female,Yes,0,Graduate,Yes,9187,4691,65.0,240,1.0,Urban,Y
LP000998,WSHG0034,10,3,10044.19,0.68,65.0,Female,Yes,0,Not Graduate,Yes,11656,4026,31.0,360,0.0,Rural,N
LP000999,WSHG0111,16,13,12118.85,0.91,55.0,Female,Yes,1,Graduate,Yes,2557,1156,390.0,480,1.0,Semiurban,Y
LP001000,WSHG0008,11,4,79916.95,0.96,63.6,Female,No,3+,Not Graduate,No,8334,3061,303.0,480,0.0,Urban,N
LP001001,WSHG0168,14,8,29497.94,0.75,90.8,Female,No,1,Graduate,No,10449,4445,206.0,120,1.0,Rural,Y
LP001002,WSHG0113,10,1,61113.79,0.9,68.9,Female,Yes,2,Graduate,Yes,3295,2329,293.0,480,1.0,Urban,Y
LP001003,WSHG0083,12,13,65499.88,0.96,54.4,Female,Yes,0,Graduate,Yes,11335,1292,,300,0.0,Semiurban,N
LP001004,WSHG0042,11,13,69351.75,0.94,67.1,Female,Yes,,Graduate,No,6349,1884,44.0,360,1.0,Rural,Y
LP001005,WSHG0169,10,6,79822.12,0.67,99.1,Female,Yes,0,Not Graduate,No,9715,1560,308.0,240,1.0,Urban,Y
LP001006,WSHG0101,16,1,23112.24,0.98,81.5,Female,Yes,1,Graduate,,10931,983,223.0,180,0.0,Rural,N
LP001007,WSHG0006,14,14,8026.31,0.75,70.8,Female,Yes,0,Not Graduate,No,5650,2067,227.0,300,1.0,Semiurban,N
LP001008,WSHG0180,10,1,35839.36,0.74,58.3,Female,,0,Graduate,Yes,10996,1863,378.0,360,1.0,Rural,Y
LP001009,WSHG0026,15,14,14756.05,0.62,99.3,Female,No,2,Not Graduate,No,8447,1979,334.0,240,1.0,Rural,Y
LP001010,WSHG0064,14,8,6681.94,0.79,91.0,Female,Yes,0,Not Graduate,Yes,7970,1736,93.0,240,1.0,Urban,Y
LP001011,WSHG0187,12,11,32032.01,0.64,64.1,Female,Yes,1,Graduate,Yes,8679,2452,319.0,480,1.0,Semiurban,Y
LP001012,WSHG0184,16,4,63780.37,0.7,53.5,Female,Yes,1,Not Graduate,Yes,5212,1918,47.0,480,0.0,Rural,N
LP001013,WSHG0059,19,12,47463.55,0.73,52.8,Female,No,1,Graduate,Yes,6958,700,93.0,120,1.0,Semiurban,Y
LP001014,WSHG0109,18,1,28458.35,0.92,56.0,Female,Yes,1,Not Graduate,No,6815,4046,391.0,360,1.0,Semiurban,Y
LP001015,WSHG0198,18,10,54075.65,0.95,79.0,Female,Yes,1,Graduate,No,6881,2073,359.0,300,1.0,Urban,Y
LP001016,WSHG0121,18,7,22401.36,0.72,96.4,Female,Yes,0,Not Graduate,Yes,10997,4661,387.0,300,0.0,Semiurban,N
LP001017,WSHG0033,11,5,6078.61,0.94,74.8,Female,No,2,Not Graduate,Yes,4674,3753,280.0,300,1.0,Urban,Y
LP001018,WSHG0181,12,5,62326.5,0.94,92.1,Female,Yes,3+,Not Graduate,Yes,7887,394,46.0,300,0.0,Semiurban,Y
LP001019,WSHG0150,16,1,51780.73,0.91,72.3,Female,No,0,Not Graduate,Yes,10473,1956,170.0,360,1.0,Semiurban,Y
LP001020,WSHG0021,14,14,62172.7,0.66,85.4,Female,No,0,Not Graduate,No,8267,3048,337.0,360,1.0,Urban,Y
LP001021,WSHG0198,11,10,7920.35,0.88,86.6,Female,No,3+,Graduate,No,2066,3452,349.0,300,1.0,Rural,Y
LP001022,WSHG0070,12,11,67783.97,0.98,58.7,Female,Yes,1,Not Graduate,No,6122,522,274.0,360,1.0,Rural,Y
LP001023,WSHG0112,19,6,51464.47,0.87,68.1,Female,Yes,1,Not Graduate,,5632,1562,319.0,360,1.0,Rural,Y
LP001024,WSHG0004,15,14,47254.65,0.73,81.9,Female,Yes,1,Graduate,No,10330,2909,380.0,300,1.0,Rural,Y
LP001025,WSHG0094,16,9,51846.05,0.8,53.5,Female,No,0,Not Graduate,Yes,8495,2849,116.0,180,1.0,Rural,Y
LP001026,WSHG0075,18,9,69832.49,0.86,68.1,Female,Yes,1,Graduate,Yes,5667,549,228.0,360,1.0,Semiurban,Y
LP001027,WSHG0190,10,8,49020.24,0.8,76.7,Female,Yes,1,Not Graduate,Yes,4170,1468,387.0,360,1.0,Semiurban,Y
LP001028,WSHG0062,16,5,48571.28,0.65,99.8,Female,No,0,Not Graduate,Yes,10864,832,190.0,360,1.0,Rural,Y
LP001029,WSHG0094,17,1,79300.94,0.72,73.7,Female,Yes,1,Graduate,No,11412,4482,169.0,360,1.0,Rural,Y
LP001030,WSHG0095,12,9,61754.76,0.92,90.8,Female,Yes,2,Not Graduate,Yes,9796,1421,105.0,240,1.0,Rural,Y
LP001031,WSHG0152,13,1,38172.04,0.94,71.6,Female,Yes,1,Graduate,Yes,3182,285,48.0,360,1.0,Rural,Y
LP001032,WSHG0055,19,8,58054.78,0.65,89.8,Female,Yes,0,Graduate,Yes,11541,2745,359.0,300,0.0,Semiurban,N
LP001033,WSHG0137,15,5,34192.29,0.98,79.8,Female,No,1,Graduate,No,10554,3765,79.0,480,1.0,Rural,Y
LP001034,WSHG0131,19,3,22165.66,0.73,94.3,Female,Yes,2,Not Graduate,Yes,9990,4464,261.0,360,1.0,Urban,Y
LP001035,WSHG0031,16,11,49763.89,0.86,70.5,Female,Yes,2,Graduate,No,2270,1445,324.0,240,1.0,Rural,Y
LP001036,WSHG0040,13,7,74613.66,0.9,80.2,Female,Yes,2,Graduate,No,11154,1466,41.0,300,1.0,Urban,Y
LP001037,WSHG0036,17,7,74685.46,0.92,81.5,Female,No,0,Not Graduate,Yes,5354,1776,364.0,360,1.0,Rural,Y
LP001038,WSHG0152,14,9,30642.9,0.98,70.9,Female,No,2,Graduate,Yes,4618,3655,44.0,300,1.0,Semiurban,Y
LP001039,WSHG0006,10,7,44575.81,0.73,57.2,Female,Yes,2,Graduate,No,3632,914,57.0,360,1.0,Semiurban,Y
LP001040,WSHG0066,13,13,20872.69,0.94,54.7,Female,Yes,0,Graduate,Yes,11401,287,321.0,360,0.0,Urban,N
LP001041,WSHG0075,12,11,79672.33,0.65,50.8,Female,Yes,1,Graduate,No,8725,4190,350.0,360,1.0,Semiurban,Y
LP001042,WSHG0004,18,14,78583.84,0.88,93.7,Female,No,1,Not Graduate,Yes,2490,2088,279.0,240,1.0,Urban,Y
LP001043,WSHG0079,17,3,53713.17,0.9,61.8,Female,Yes,2,Graduate,Yes,2210,4426,127.0,360,1.0,Semiurban,Y
LP001044,WSHG0134,10,11,65331.05,0.87,60.6,Female,No,0,Not Graduate,No,5804,1804,332.0,480,1.0,Semiurban,Y
LP001045,WSHG0118,15,13,58632.51,0.7,86.8,Female,Yes,1,Not Graduate,No,6867,1178,366.0,480,1.0,Urban,Y
LP001046,WSHG0113,18,14,49486.87,0.95,66.0,Female,Yes,3+,Graduate,No,1538,2551,68.0,360,1.0,Semiurban,Y
LP001047,WSHG0094,16,13,9001.1,0.67,75.3,Female,Yes,2,Graduate,No,2775,4370,67.0,480,0.0,Semiurban,N
LP001048,WSHG0179,13,1,39107.33,0.62,58.1,Female,No,3+,Graduate,No,8569,1588,329.0,360,,Rural,N
LP001049,WSHG0062,10,8,55608.97,0.89,98.0,Female,Yes,3+,Not Graduate,No,6357,1956,208.0,300,0.0,Urban,N
LP001050,WSHG0185,11,12,55814.87,0.79,92.6,Female,No,0,Graduate,No,2936,1775,126.0,360,1.0,Semiurban,Y
LP001051,WSHG0194,14,3,32984.2,0.94,93.2,Female,Yes,2,Graduate,Yes,11161,4862,311.0,180,1.0,Semiurban,Y
LP001052,WSHG0079,14,12,75626.9,0.75,70.3,Female,Yes,1,Not Graduate,Yes,3599,987,267.0,300,0.0,Rural,N
LP001053,WSHG0136,17,8,17551.78,0.67,88.1,Female,Yes,3+,Graduate,No,10065,1203,193.0,300,1.0,Semiurban,Y
LP001054,WSHG0026,15,8,42526.96,0.93,57.2,Female,No,0,Graduate,Yes,9193,3330,126.0,360,1.0,Semiurban,Y
LP001055,WSHG0179,17,13,56816.3,0.82,50.4,Female,Yes,3+,Not Graduate,Yes,5751,1119,286.0,360,0.0,Semiurban,N
LP001056,WSHG0173,11,5,57285.19,0.68,51.0,Female,No,2,Not Graduate,Yes,5525,196,338.0,360,1.0,Rural,Y
LP001057,WSHG0044,12,13,53647.92,0.89,79.3,Female,No,2,Graduate,Yes,10805,3975,291.0,300,1.0,Rural,Y
LP001058,WSHG0133,15,12,25646.62,0.8,72.8,Female,No,0,Not Graduate,Yes,7712,525,322.0,240,0.0,Rural,N
LP001059,WSHG0070,19,13,16715.49,0.84,75.9,Female,Yes,0,Graduate,Yes,4734,4727,287.0,300,1.0,Semiurban,Y
LP001060,WSHG0154,12,1,52695.52,0.78,50.4,Female,No,2,Not Graduate,No,10957,1410,278.0,360,1.0,Rural,N
LP001061,WSHG0118,15,13,49947.66,0.93,71.1,Female,No,0,Not Graduate,Yes,9162,4503,274.0,240,1.0,Semiurban,Y
LP001062,WSHG0068,15,10,18451.7,0.93,85.9,Female,Yes,2,Not Graduate,Yes,9050,1292,280.0,300,1.0,Semiurban,Y
LP001063,WSHG0019,11,7,57885.44,0.88,72.1,Female,Yes,0,Not Graduate,Yes,4623,1194,152.0,300,1.0,Urban,Y
LP001064,WSHG0020,16,12,39137.9,0.64,86.6,Female,Yes,2,Not Graduate,Yes,2153,1948,354.0,360,1.0,Rural,Y
LP001065,WSHG0113,11,10,55082.04,0.94,61.7,Female,Yes,,Not Graduate,Yes,5658,3655,198.0,360,1.0,Rural,Y
LP001066,WSHG0140,15,5,67802.53,0.87,90.7,Female,,2,Not Graduate,No,10200,4786,204.0,360,1.0,Semiurban,Y
LP001067,WSHG0047,10,8,17729.63,0.88,79.4,Female,Yes,2,Graduate,Yes,11379,2217,298.0,300,0.0,Semiurban,N
LP001068,WSHG0001,12,9,6435.87,0.75,60.5,Female,Yes,,Not Graduate,No,7043,4254,233.0,300,1.0,Rural,Y
LP001069,WSHG0090,11,11,63432.69,0.95,61.8,Female,Yes,0,Not Graduate,Yes,11080,3580,354.0,180,1.0,Urban,Y
LP001070,WSHG0142,16,14,50727.31,0.89,81.4,Female,Yes,0,Not Graduate,Yes,3697,1017,95.0,240,1.0,Semiurban,Y
LP001071,WSHG0064,13,7,57472.97,0.65,91.5,Female,Yes,1,Graduate,Yes,5411,3153,344.0,240,1.0,Rural,Y
LP001072,WSHG0038,17,14,67861.62,0.76,70.8,Female,Yes,1,Not Graduate,Yes,6735,3590,353.0,180,0.0,Rural,N
LP001073,WSHG0037,15,13,65210.82,0.95,62.9,Female,Yes,2,Not Graduate,No,6299,4207,88.0,240,,Urban,Y
LP001074,WSHG0126,19,7,77069.01,0.62,93.4,Female,Yes,1,Not Graduate,No,10207,4069,,240,1.0,Rural,Y
LP001075,WSHG0139,13,1,45195.13,0.98,83.5,Female,Yes,1,Not Graduate,No,11525,47,295.0,180,1.0,Rural,Y
LP001076,WSHG0100,14,4,41637.17,0.87,72.4,Female,Yes,1,Graduate,Yes,6860,3663,170.0,360,1.0,Rural,Y
LP001077,WSHG0077,18,2,35141.54,0.85,74.4,Female,No,0,Graduate,Yes,9721,4471,265.0,480,1.0,Semiurban,N
LP001078,WSHG0003,16,2,16526.83,0.71,60.2,Female,,1,Graduate,Yes,1825,827,247.0,360,1.0,Urban,N
LP001079,WSHG0161,19,2,47945.54,0.7,81.3,Female,No,3+,Graduate,No,5266,4722,44.0,120,1.0,Rural,Y
LP001080,WSHG0134,18,4,25775.94,0.98,67.9,Female,Yes,3+,Not Graduate,Yes,5611,2089,331.0,300,0.0,Rural,N
LP001081,WSHG0178,16,14,74098.06,0.72,99.8,Female,Yes,1,Not Graduate,No,9802,2056,167.0,360,1.0,Rural,Y
LP001082,WSHG0010,10,1,48739.31,0.91,74.0,Female,Yes,1,Not Graduate,Yes,8515,818,261.0,180,1.0,Semiurban,Y
LP001083,WSHG0005,17,4,49463.01,0.76,74.3,Female,Yes,2,Not Graduate,Yes,8356,4752,118.0,360,0.0,Rural,N
LP001084,WSHG0151,13,2,31619.35,0.66,78.3,Female,No,1,Graduate,Yes,1606,3984,106.0,360,1.0,Urban,Y
LP001085,WSHG0138,12,5,8899.2,0.6,95.8,Female,,0,Graduate,Yes,3926,3680,165.0,480,1.0,Rural,Y
LP001086,WSHG0172,16,3,7380.78,0.82,90.0,Female,Yes,0,Graduate,No,5878,1811,139.0,360,0.0,Rural,N
LP001087,WSHG0130,12,12,36750.14,0.99,72.6,Female,Yes,1,Graduate,Yes,5864,4885,382.0,360,1.0,Rural,Y
LP001088,WSHG0013,17,8,11342.4,0.75,85.9,Female,Yes,3+,Not Graduate,,4031,3114,330.0,360,1.0,Urban,Y
LP001089,WSHG0168,15,4,50513.52,0.74,79.3,Female,No,2,Graduate,Yes,8310,1629,120.0,240,1.0,Semiurban,Y
LP001090,WSHG0130,14,1,71072.98,0.74,74.6,Female,No,0,Graduate,No,6816,1543,399.0,180,0.0,Urban,N
LP001091,WSHG0084,13,1,71218.61,0.81,59.6,Female,Yes,0,Graduate,Yes,6862,3579,219.0,300,1.0,Rural,N
LP001092,WSHG0065,17,12,54428.41,0.78,73.2,Female,Yes,2,Not Graduate,No,6193,1904,102.0,240,1.0,Rural,Y
LP001093,WSHG0063,17,10,20842.39,0.95,62.3,Female,,2,Not Graduate,No,10490,1436,,180,1.0,Semiurban,Y
LP001094,WSHG0101,10,3,69724.76,0.8,95.7,Female,No,2,Not Graduate,No,6768,3317,64.0,300,1.0,Semiurban,Y
LP001095,WSHG0073,18,9,71457.01,0.8,66.8,Female,Yes,2,Graduate,Yes,3511,3520,239.0,360,0.0,Semiurban,N
LP001096,WSHG0017,14,7,19749.02,0.66,97.6,Female,Yes,0,Not Graduate,No,1925,3059,327.0,120,1.0,Rural,N
LP001097,WSHG0009,13,2,60306.96,0.99,76.7,Female,No,2,Graduate,Yes,4544,4116,162.0,240,1.0,Rural,Y
LP001098,WSHG0143,15,13,26488.97,0.7,81.6,Female,Yes,2,Not Graduate,Yes,7729,998,312.0,300,1.0,Rural,Y
LP001099,WSHG0152,15,9,65198.02,0.63,77.1,Female,Yes,0,Not Graduate,Yes,2739,1431,227.0,360,1.0,Semiurban,Y
LP001100,WSHG0038,11,10,79792.84,0.87,56.5,Female,No,2,Not Graduate,Yes,8066,4552,61.0,240,0.0,Semiurban,N
LP001101,WSHG0163,17,2,7251.95,0.84,68.8,Female,Yes,0,Not Graduate,No,4891,3061,165.0,480,1.0,Urban,N
LP001102,WSHG0094,16,3,72302.44,0.77,55.0,Female,Yes,0,Graduate,Yes,5713,264,277.0,360,1.0,Rural,Y
LP001103,WSHG0095,10,11,51697.29,0.77,81.1,Female,Yes,0,Not Graduate,Yes,5497,3731,388.0,360,1.0,Urban,Y
LP001104,WSHG0049,14,13,78003.7,0.91,72.3,Female,Yes,0,Graduate,No,4506,2274,370.0,120,1.0,Rural,Y
LP001105,WSHG0069,15,10,39875.71,0.68,88.9,Female,Yes,1,Not Graduate,Yes,8525,3875,175.0,300,1.0,Rural,Y
LP001106,WSHG0062,13,14,68554.09,0.93,61.0,Female,No,1,Graduate,No,4539,3317,363.0,360,1.0,Urban,Y
LP001107,WSHG0188,11,2,9679.56,0.86,58.2,Female,Yes,1,Graduate,Yes,8058,2046,172.0,240,0.0,Semiurban,N
LP001108,WSHG0178,13,3,30145.93,0.77,70.3,Female,No,1,Not Graduate,Yes,10290,3144,263.0,300,1.0,Semiurban,Y
LP001109,WSHG0078,10,6,10026.24,0.78,96.3,Female,No,0,Not Graduate,Yes,11779,3221,73.0,120,1.0,Semiurban,Y
LP001110,WSHG0117,16,9,78150.74,0.7,85.5,Female,Yes,0,Graduate,No,2684,3140,61.0,480,1.0,Rural,Y
LP001111,WSHG0120,11,9,66273.04,0.9,70.9,Female,Yes,2,Not Graduate,No,4084,4900,260.0,180,0.0,Semiurban,N
LP001112,WSHG0137,11,7,68941.06,0.81,75.9,Female,Yes,1,Not Graduate,No,9602,1253,57.0,360,1.0,Urban,Y
LP001113,WSHG0162,18,12,75347.39,0.73,54.2,Female,No,0,Graduate,Yes,8616,722,189.0,300,1.0,Rural,Y
LP001114,WSHG0076,14,3,11382.76,0.84,99.2,Female,No,3+,Not Graduate,Yes,5883,83,362.0,360,1.0,Semiurban,Y
LP001115,WSHG0035,11,4,33919.82,1.0,83.3,Female,Yes,2,Not Graduate,Yes,5436,4835,236.0,360,1.0,Semiurban,Y
LP001116,WSHG0001,18,6,10327.62,0.77,64.3,Female,No,3+,Not Graduate,Yes,3199,3370,47.0,180,0.0,Rural,N
LP001117,WSHG0040,18,11,20809.48,0.97,79.3,Female,Yes,1,Graduate,Yes,6007,3819,132.0,300,,Rural,Y
LP001118,WSHG0064,10,5,22202.43,0.74,55.5,Female,No,0,Graduate,,1635,3364,99.0,300,0.0,Rural,N
LP001119,WSHG0150,12,2,40183.04,0.62,98.3,Female,Yes,2,Not Graduate,Yes,3525,1757,148.0,180,0.0,Semiurban,N
LP001120,WSHG0060,13,13,25142.16,0.68,58.7,Female,Yes,0,Not Graduate,Yes,5035,4318,168.0,360,1.0,Urban,N
LP001121,WSHG0064,16,6,12573.36,0.77,82.4,Female,No,1,Not Graduate,No,6354,2780,189.0,120,1.0,Semiurban,Y
LP001122,WSHG0093,19,3,17561.83,0.69,62.3,Female,Yes,0,Graduate,No,6867,3287,261.0,360,1.0,Rural,N
LP001123,WSHG0072,13,14,16045.67,0.6,85.9,Female,,2,Not Graduate,Yes,4390,2452,177.0,300,1.0,Semiurban,Y
LP001124,WSHG0011,11,8,77980.76,0.97,88.8,Female,Yes,0,Not Graduate,Yes,4257,328,382.0,240,0.0,Urban,N
LP001125,WSHG0105,16,2,61946.94,0.94,83.7,Female,Yes,3+,Graduate,Yes,5273,425,272.0,360,1.0,Rural,Y
LP001126,WSHG0014,15,1,77582.11,0.9,80.7,Female,Yes,3+,Not Graduate,Yes,10072,769,64.0,360,1.0,Urban,Y
LP001127,WSHG0060,12,9,37980.54,0.67,94.6,Female,No,1,Not Graduate,No,8152,3975,354.0,300,1.0,Semiurban,Y
LP001128,WSHG0030,15,14,25877.64,0.65,53.9,Female,Yes,2,Graduate,Yes,3028,607,384.0,360,0.0,Rural,N
LP001129,WSHG0035,15,12,64871.99,0.63,66.5,Female,Yes,2,Not Graduate,No,6071,1852,268.0,240,1.0,Rural,Y
LP001130,WSHG0165,14,3,29469.04,0.89,62.4,Female,No,2,Graduate,No,6549,2672,363.0,360,1.0,Semiurban,Y
LP001131,WSHG0005,13,11,27453.75,0.97,99.4,Female,Yes,1,Not Graduate,No,2348,2124,178.0,300,1.0,Semiurban,Y
LP001132,WSHG0083,19,1,22437.95,0.77,69.5,Female,Yes,2,Graduate,Yes,5627,1300,140.0,240,1.0,Urban,N
LP001133,WSHG0123,10,7,14725.92,0.65,86.6,Female,No,1,Graduate,Yes,11619,465,46.0,360,1.0,Semiurban,Y
LP001134,WSHG0078,19,13,24234.73,0.8,84.2,Female,No,3+,Not Graduate,No,11857,1964,255.0,120,1.0,Rural,Y
LP001135,WSHG0154,15,10,31648.98,0.74,60.6,Female,Yes,1,Not Graduate,Yes,8851,1945,169.0,240,1.0,Rural,Y
LP001136,WSHG0062,11,5,55549.57,0.75,61.9,Female,,1,Graduate,Yes,7366,2539,173.0,300,1.0,Semiurban,Y
LP001137,WSHG0132,12,5,9692.36,0.85,64.1,Female,Yes,2,Not Graduate,Yes,7369,2360,289.0,360,1.0,Rural,Y
LP001138,WSHG0089,17,14,20788.02,0.89,70.6,Female,No,2,Graduate,Yes,3621,2039,246.0,480,1.0,Semiurban,Y
LP001139,WSHG0042,19,1,65676.77,0.64,61.7,Female,Yes,1,Graduate,No,6181,1184,191.0,360,1.0,Rural,Y
LP001140,WSHG0089,15,9,16019.14,0.61,51.0,Female,No,0,Graduate,Yes,1972,3934,121.0,300,1.0,Rural,N
LP001141,WSHG0146,12,7,30698.39,1.0,94.0,Female,Yes,1,Not Graduate,Yes,3287,3217,203.0,360,1.0,Rural,Y
LP001142,WSHG0040,16,8,69849.42,0.69,98.3,Female,No,3+,Graduate,Yes,1613,2782,360.0,300,1.0,Rural,Y
LP001143,WSHG0072,13,9,16619.4,0.62,67.1,Female,No,2,Graduate,Yes,11028,777,,240,1.0,Semiurban,N
LP001144,WSHG0039,18,6,11205.26,0.68,66.9,Female,No,2,Graduate,No,7973,3379,182.0,480,1.0,Rural,N
LP001145,WSHG0104,14,12,41340.35,0.62,50.4,Female,Yes,0,Graduate,No,10030,2418,132.0,180,1.0,Urban,Y
LP001146,WSHG0014,12,5,27681.46,0.76,84.0,Female,Yes,1,Not Graduate,Yes,3785,4077,231.0,300,1.0,Semiurban,Y
LP001147,WSHG0032,11,6,47255.63,0.92,91.3,Female,Yes,2,Not Graduate,Yes,2696,4262,309.0,360,1.0,Semiurban,Y
LP001148,WSHG0179,11,11,65285.37,0.74,57.3,Female,No,2,Graduate,Yes,1578,2439,94.0,360,1.0,Rural,Y
LP001149,WSHG0125,12,2,15286.14,0.78,58.0,Female,Yes,0,Not Graduate,No,6059,4831,146.0,120,1.0,Semiurban,N
LP001150,WSHG0166,11,4,48552.43,0.87,89.5,Female,No,,Not Graduate,Yes,7517,1989,182.0,120,1.0,Rural,Y
LP001151,WSHG0097,13,3,42913.16,0.8,80.8,Female,No,1,Not Graduate,No,4152,1066,185.0,360,0.0,Urban,N
LP001152,WSHG0023,11,13,15805.91,0.94,52.2,Female,Yes,0,Not Graduate,Yes,5818,944,193.0,300,1.0,Semiurban,Y
LP001153,WSHG0063,19,7,51799.89,0.95,81.1,Female,No,1,Not Graduate,No,6885,28,111.0,300,0.0,Rural,Y
LP001154,WSHG0143,18,9,25523.03,0.6,65.4,Female,Yes,0,Graduate,Yes,10948,1897,35.0,300,1.0,Semiurban,N
LP001155,WSHG0153,11,5,41587.57,0.91,68.4,Female,Yes,1,Not Graduate,No,8554,1697,351.0,480,1.0,Rural,Y
LP001156,WSHG0145,18,6,11170.42,0.78,88.5,Female,Yes,0,Not Graduate,Yes,2327,2814,96.0,240,0.0,Rural,N
LP001157,WSHG0194,15,10,39468.8,1.0,90.5,Female,Yes,0,Not Graduate,No,6423,3365,267.0,300,1.0,Urban,Y
LP001158,WSHG0053,10,14,27984.76,0.79,70.0,Female,No,2,Not Graduate,Yes,4885,2488,101.0,300,1.0,Rural,N
LP001159,WSHG0104,13,12,66678.59,0.99,97.4,Female,Yes,0,Graduate,Yes,7556,1665,124.0,240,0.0,Semiurban,Y
LP001160,WSHG0104,10,12,9273.4,0.9,70.3,Female,,0,Not Graduate,No,3465,4619,333.0,240,1.0,Urban,Y
LP001161,WSHG0179,15,2,36395.55,0.7,88.6,Female,No,1,Not Graduate,Yes,3927,1570,355.0,480,1.0,Rural,Y
LP001162,WSHG0039,13,3,39382.36,0.82,74.2,Female,No,1,Graduate,,4341,1733,107.0,360,1.0,Rural,Y
LP001163,WSHG0179,12,3,59375.46,1.0,94.9,Female,Yes,2,Graduate,No,10305,759,96.0,240,0.0,Rural,Y
LP001164,WSHG0198,12,12,48071.57,0.94,95.4,Female,,1,Not Graduate,Yes,10254,2157,205.0,360,0.0,Rural,N
LP001165,WSHG0134,18,12,55040.93,0.64,54.4,Female,Yes,2,Not Graduate,Yes,8063,1351,350.0,240,1.0,Rural,Y
LP001166,WSHG0067,15,9,63278.7,0.88,96.8,Female,Yes,2,Not Graduate,,7340,3476,201.0,360,1.0,Urban,Y
LP001167,WSHG0135,18,7,69665.22,0.74,91.3,Female,Yes,0,Not Graduate,,9310,1268,284.0,180,0.0,Urban,N
LP001168,WSHG0179,14,8,28540.66,0.6,89.6,Female,Yes,0,Graduate,Yes,7564,1785,92.0,360,1.0,Semiurban,Y
LP001169,WSHG0200,11,11,45351.7,0.76,60.0,Female,No,1,Graduate,No,8644,3949,331.0,180,1.0,Rural,Y
LP001170,WSHG0042,17,10,68008.11,0.69,90.3,Female,Yes,1,Graduate,Yes,5852,2607,275.0,360,1.0,Urban,Y
LP001171,WSHG0192,14,11,79208.83,0.93,92.5,Female,No,2,Graduate,Yes,1684,398,221.0,360,1.0,Semiurban,Y
LP001172,WSHG0015,11,9,71713.95,0.73,64.5,Female,Yes,1,Graduate,Yes,11884,2630,358.0,180,1.0,Rural,Y
LP001173,WSHG0111,13,6,32860.04,0.93,97.6,Female,Yes,1,Graduate,Yes,7309,2446,100.0,300,0.0,Rural,Y
LP001174,WSHG0157,18,4,19637.49,0.6,52.5,Female,No,0,Not Graduate,Yes,5565,1669,395.0,120,0.0,Rural,N
LP001175,WSHG0033,13,12,41704.44,0.72,57.5,Female,No,0,Not Graduate,No,8681,238,258.0,360,1.0,Urban,Y
LP001176,WSHG0155,13,1,60623.11,0.7,76.9,Female,Yes,1,Graduate,No,9937,3536,92.0,300,1.0,Semiurban,Y
LP001177,WSHG0164,11,8,41942.68,0.69,78.8,Female,Yes,1,Graduate,Yes,11926,3861,,360,1.0,Semiurban,Y
LP001178,WSHG0157,15,7,41238.56,0.63,82.3,Female,Yes,1,Graduate,No,9004,3103,274.0,480,1.0,Semiurban,Y
LP001179,WSHG0038,11,2,67867.28,0.67,50.8,Female,Yes,0,Not Graduate,Yes,8926,1146,36.0,300,1.0,Semiurban,Y
LP001180,WSHG0185,16,8,32105.28,0.82,98.0,Female,No,2,Graduate,No,10557,1557,289.0,120,1.0,Rural,Y
LP001181,WSHG0097,12,12,69484.6,0.72,52.2,Female,No,3+,Graduate,,3587,3738,118.0,360,1.0,Semiurban,Y
LP001182,WSHG0155,12,5,35510.36,0.77,57.2,Female,Yes,0,Not Graduate,No,2100,2157,206.0,360,1.0,Urban,Y
LP001183,WSHG0183,14,7,29617.48,0.75,50.7,Female,No,1,Not Graduate,Yes,9304,3451,233.0,480,1.0,Rural,N
LP001184,WSHG0033,12,4,39049.24,0.95,78.3,Female,Yes,3+,Graduate,Yes,7037,299,163.0,240,1.0,Urban,Y
LP001185,WSHG0196,11,5,62183.52,0.96,96.6,Female,Yes,1,Graduate,Yes,4533,3698,111.0,300,1.0,Rural,Y
LP001186,WSHG0086,19,8,14450.15,0.8,83.3,Female,Yes,1,Graduate,No,3556,4053,50.0,360,1.0,Rural,Y
LP001187,WSHG0066,18,1,19731.44,0.73,91.1,Female,Yes,0,Not Graduate,Yes,11823,4859,157.0,360,1.0,Semiurban,Y
LP001188,WSHG0010,11,1,76358.36,0.64,50.7,Female,,2,Not Graduate,No,10224,248,224.0,360,1.0,Urban,Y
LP001189,WSHG0005,11,4,18161.87,0.98,77.1,Female,Yes,0,Graduate,Yes,6584,2568,223.0,240,1.0,Semiurban,Y
LP001190,WSHG0123,17,3,47579.55,0.62,73.0,Female,Yes,3+,Not Graduate,No,3542,4129,213.0,240,1.0,Semiurban,Y
